brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,IdeaPad 3,14 Inches,1920 x 1080 pixels,core_i3,1.2 GHz,1 TB,1 TB,Intel UHD Graphics,Integrated,Windows 11,3.52 pounds,,29 ratings,4.0,$379.99,https://www.amazon.com/Lenovo-IdeaPad-Lightweight-i3-1005G1-Bluetooth/dp/B0B6KVQGY6/ref=sr_1_232
Lenovo,Chromebook S330,14 Inches,1920 x 1080 pixels,mediatek_mt8173c,2.1 GHz,4 GB,64 GB,PowerVR GX6250,Integrated,Chrome OS,3.3 pounds,Business Black,"3,720 ratings",4.3,$191.00,https://www.amazon.com/Lenovo-Chromebook-MediaTek-Processor-81JW0000US/dp/B07GLV1VC7/ref=sr_1_152
Lenovo,Ideapad 1 14 Laptop,14,1920 x 1080 pixels,Celeron N4020,1.1 celeron_n4020,,,AMD Radeon R5,Integrated,Windows 10,3.09 pounds,Ice Blue,"1,802 ratings",4.3,$207.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81VU0079US/dp/B08YKHYCPW/ref=sr_1_92
Lenovo,Lenovo V14 G4,14 Inches,,Ryzen 5,,256 GB,,,Integrated,Windows 11 Pro,,,,,$304.00,https://www.amazon.com/Lenovo-Laptop-Display-Ryzen-Windows/dp/B0CBRGR9Y4/ref=sr_1_94
Lenovo,IdeaPad,14 Inches,1366 x 768 pixels,pentium,3.1 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11,3.1 pounds,,50 ratings,4.2,$219.99,https://www.amazon.com/Lenovo-Ideapad-Pentium-Bundled-Accessories/dp/B0C8ZZJRSL/ref=sr_1_146
Lenovo,Yoga7,16 Inches,1920 x 1200 pixels,ryzen_7,2.7 GHz,16 GB,1 TB,AMD Radeon 680M Integrated,Integrated,Windows 11 Pro,4.5 pounds,Silver,1 rating,5.0,$899.00,https://www.amazon.com/Lenovo-i7-1255U-Graphic-Fingerprint-Win11Pro/dp/B0CJXZY4YR/ref=sr_1_131
Lenovo,Lenovo Chromebook 3,14 Inches,1920 x 1080 pixels,mediatek_helio,2.05 GHz,4 GB,64 GB,,Integrated,Chrome OS,2.86 pounds,4GB RAM | 64GB eMMC+128GB SD Card,6 ratings,4.1,$250.00,https://www.amazon.com/Lenovo-Chromebook-Students-Touchscreen-MediaTek/dp/B0CBJB8K7D/ref=sr_1_116
Lenovo,Ideapad Gaming 3 15 Laptop,15.6,1920x1080,Ryzen 5,3.3 ryzen_5,8 GB,,NVIDIA GeForce GTX 1650,Dedicated,Windows 10 Home,4.95 pounds,Shadow Black,"1,160 ratings",4.6,$655.00,https://www.amazon.com/Lenovo-IdeaPad-Display-Processor-82K20015US/dp/B08YKHGKTV/ref=sr_1_136
Lenovo,Lenovo IdeaPad Flex 5,16 Inches,2560 x 1600 pixels,core_i7_1255u,4.7 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.63 pounds,Storm Grey,15 ratings,5.0,$855.99,https://www.amazon.com/Lenovo-IdeaPad-Flex-Touchscreen-i7-1255U/dp/B0CG5R1XT8/ref=sr_1_288
Lenovo,ThinkPad T470,14 Inches,1366 x 768 pixels,apple_ci5,2.4 GHz,16 GB,1 TB,Integrated Graphics,Integrated,Windows 10 Pro 64 Bit Multi-Language Supports English/French/Spanish,3.49 pounds,Black,38 ratings,3.7,$190.00,https://www.amazon.com/Lenovo-ThinkPad-T470-Thunderbolt-Bit-Supports/dp/B0921D6Z1R/ref=sr_1_133
Lenovo,,14 Inches,1920 x 1080,core_i5,2.4 GHz,8 GB,512 GB,Intel Iris,Dedicated,Windows 11,3.08 pounds,Gray,26 ratings,4.6,$405.99,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i5-1135G7-Graphics/dp/B0B8JZ9WQM/ref=sr_1_135
brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,Lenovo,14,,Intel Core i3,4.1 apple_ci3,20 GB,1 TB,,Integrated,Windows 11,4.99 pounds,Gray,200 ratings,4.4,$699.99,https://www.amazon.com/lenovo-Ideapad-i3-1115G4-Bluetooth-Accessory/dp/B0CKZ3DVMQ/ref=sr_1_1
Lenovo,Lenovo Ideapad,15 Inches,1920 x 1080 pixels,core_i5_family,3.1 GHz,8 GB,512 GB,NVIDIA GeForce GTX 1650 4GB GDDR6,Dedicated,Windows 11,4.96 pounds,,5 ratings,3.7,$645.00,https://www.amazon.com/IdeaPad-Gaming-3i-Laptop-i5-11300H/dp/B09PQQW5MX/ref=sr_1_24
Lenovo,Lenovo Chromebook 100e 2nd Gen,11.6 Inches,1366 x 768 pixels,arm_v7,1248 MHz,4 GB,32 GB,Intel UHD Graphics 600,Integrated,Chrome OS,4.2 pounds,Black,,,$79.95,https://www.amazon.com/Lenovo-Resistant-Chromebook-81ma000tus-Processor/dp/B0CGVP1T8J/ref=sr_1_23
Lenovo,Lenovo IdeaPad,15.6 Inches,1920 x 1080 pixels,intel_pentium_d,3.3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11,3.7 pounds,Abyss Blue,1 rating,3.0,$399.00,https://www.amazon.com/Lenovo-IdeaPad-Students-Microsoft-Personal/dp/B0CCP6K3ST/ref=sr_1_22
Lenovo,IdeaPad Gaming 3 15ARH7,16 Inches,1920 x 1200 pixels,amd_ryzen_7,5.1 GHz,64 GB,2 TB,NVIDIA GeForce RTX 4050,Dedicated,Windows 11 Home,5.73 pounds,Grey,1 rating,5.0,"$1,399.00",https://www.amazon.com/Lenovo-Gaming-GeForce-i7-12700H-Keyboard/dp/B0CKTY9LZ9/ref=sr_1_264
Lenovo,Chromebook S330,14 Inches,1920 x 1080 pixels,mediatek_mt8173c,2.1 GHz,4 GB,64 GB,PowerVR GX6250,Integrated,Chrome OS,3.3 pounds,Business Black,"3,720 ratings",4.3,$194.00,https://www.amazon.com/Lenovo-Chromebook-MediaTek-Processor-81JW0000US/dp/B07GLV1VC7/ref=sr_1_312
Lenovo,Lenovo ThinkPad X13 Business Laptop,13.3 Inches,1920x1200,apple_ci7,4.8 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.07 pounds,Storm Grey,,,$769.99,https://www.amazon.com/Lenovo-ThinkPad-X13-Touchscreen-i7-1185G7/dp/B0CCXZ81C9/ref=sr_1_240
Lenovo,Ideapad 1,15.6 Inches,1366 x 768 pixels,athlon,2.4 GHz,4 GB,128 GB,AMD,Integrated,Windows 11,3.48 pounds,Gray,1 rating,5.0,$269.99,https://www.amazon.com/Lenovo-Upgraded-Business-Computer-Quad-Core/dp/B0CCTNVHDY/ref=sr_1_192
Lenovo,Ideapad 3i,14 Inches,1920 x 1080 pixels,apple_ci3,4.1 GHz,1 TB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,3.5 pounds,Gray,70 ratings,4.6,$398.90,https://www.amazon.com/Lenovo-IdeaPad-Business-Essential-Processor/dp/B0BT75KZDN/ref=sr_1_288
Lenovo,IdeaPad Gaming 3 15ARH7,16 Inches,1920 x 1200 pixels,amd_ryzen_7,5.1 GHz,32 GB,1 TB,NVIDIA GeForce RTX 4050,Dedicated,Windows 11 Home,5.73 pounds,Grey,1 rating,5.0,"$1,059.00",https://www.amazon.com/Lenovo-Gaming-GeForce-i7-12700H-Keyboard/dp/B0CHTSB2B5/ref=sr_1_144
Lenovo,Lenovo Ideapad 1 Laptop,15.6 Inches,1366 x 768 pixels,athlon,3.5 GHz,4 GB,128 GB,AMD,Integrated,Windows 11 Home S,3.48 pounds,Gray,62 ratings,4.6,$299.99,https://www.amazon.com/Lenovo-Laptop-Processor-Graphics-Anti-Glare/dp/B0CKXTQJS3/ref=sr_1_168
Lenovo,Lenovo IdeaPad 1,14 Inches,,Pentium,,4 GB,256 GB,,Integrated,Windows 11 S,,Silver,5 ratings,3.3,$221.00,https://www.amazon.com/Lenovo-IdeaPad-Bussiness-Processor-Microsoft/dp/B0BBFT14TQ/ref=sr_1_70
Lenovo,IdeaPad 3,14 Inches,1920 x 1080,core_i3,1.2 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11,3.3 pounds,Platinum Grey,197 ratings,4.1,$240.00,https://www.amazon.com/Lenovo-IdeaPad-Display-Storage-Windows/dp/B09BG7QFRG/ref=sr_1_71
Lenovo,IdeaPad Flex 5,14 Inches,1920 x 1080 pixels,ryzen_7_4700u,4.1 GHz,8 GB,512 GB,Integrated AMD Radeon Graphics,Integrated,Windows 10 Home,3.3 pounds,Graphite Grey,13 ratings,4.4,$549.00,https://www.amazon.com/Lenovo-IdeaPad-Flex-Keyboard-Fingerprint/dp/B094XGXK1T/ref=sr_1_72
Lenovo,Yoga 7i,16 Inches,1920 x 1200 pixels,core_i5,3.4 GHz,8 GB,512 GB,,Integrated,Windows 11 Home,6.23 pounds,Gray,10 ratings,4.5,$614.95,https://www.amazon.com/Lenovo-Touchscreen-i5-1335U-Keyboard-Fingerprint/dp/B0C9VPR1SY/ref=sr_1_96
Lenovo,IdeaPad 3,14 Inches,1920 x 1080,core_i3,1.2 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11,3.3 pounds,Platinum Grey,197 ratings,4.1,$239.80,https://www.amazon.com/Lenovo-IdeaPad-Display-Storage-Windows/dp/B09BG7QFRG/ref=sr_1_120
LENOVO,Thinkpad T560,15.6 Inches,1366 x 768 pixels,Intel Core i5,2.30 apple_ci5,16 GB,1 TB,,Integrated,Windows 10 Pro,6.54 pounds,,5 ratings,5.0,$269.90,https://www.amazon.com/LENOVO-Thinkpad-Business-Computer-i5-6300U/dp/B0C379MPD1/ref=sr_1_47
Lenovo,L14,14 Inches,1366 x 768 pixels,pentium,1.1 GHz,4 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 11 S,4.44 pounds,Platinum Grey,79 ratings,4.1,$190.95,https://www.amazon.com/Lenovo-IdeaPad-Pentium-Windows-Included/dp/B0BNLYG895/ref=sr_1_46
Lenovo,Lenovo,15.6 Inches,1920 x 1080 pixels,celeron_n,2.8 GHz,4 GB,64 GB,Intel UHD Graphics,Integrated,Chrome OS,4.18 pounds,Blue,182 ratings,4.4,$299.99,https://www.amazon.com/Lenovo-Chromebook-15-6Inches-Touchscreen-Processor/dp/B0C5HXSGQZ/ref=sr_1_696
Lenovo,Lenovo C340 i3 Chromebook,15.6 Inches,1920 x 1080 pixels,core_i3_8130u,2.2 GHz,4 GB,320 GB,Intel UHD Graphics 620,Integrated,Chrome OS,4.37 pounds,,,,$389.00,https://www.amazon.com/Lenovo-C340-Touchscreen-Chromebook-i3/dp/B0B1GRPLNL/ref=sr_1_695
Lenovo,T460,14 Inches,1366 x 768 pixels,apple_ci5,2.4 GHz,16 GB,1 TB,I5-6300U,Integrated,Windows 10,3.88 pounds,,186 ratings,4.2,$188.90,https://www.amazon.com/Lenovo-ThinkPad-i5-6300U-Certified-Refurbished/dp/B081FJG5L5/ref=sr_1_48
Lenovo,Thinkpad P16s Gen 2,16 Inches,1920 x 1200 pixels,core_i7,2.2 GHz,16 GB,512 GB,NVIDIA RTX A500 4GB GDDR6,NVIDIA RTX A500 4GB,Windows 11 Pro,8.1 pounds,Black,,,"$1,300.67",https://www.amazon.com/Lenovo-ThinkPad-21HK003EUS-Mobile-Workstation/dp/B0CFBJ35BR/ref=sr_1_694
Lenovo,Lenovo Legion,16 Inches,2560 x 1600 pixels,amd_ryzen_7_5800h,3.2 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3060,Dedicated,Windows 11 Home,5.4 pounds,,2 ratings,4.5,"$1,299.99",https://www.amazon.com/Lenovo-Legion-pro-Display-GeForce/dp/B09XCV973N/ref=sr_1_692
Lenovo,ThinkPad,14 Inches,1366 x 768 pixels,core_i5,2.4 GHz,16 GB,1 TB,Intel HD Integrated Graphics,Integrated,Windows 10 Home 64 Bit-Multi-Language Supports English/Spanish/French,3.88 pounds,,14 ratings,4.3,$277.17,https://www.amazon.com/Lenovo-ThinkPad-T460-Notebooks-Bit-Multi-Language/dp/B081YRMWD5/ref=sr_1_693
Lenovo,Flex,16 Inches,1920 x 1080 pixels,amd_ryzen_7,4.3 GHz,8 GB,512 GB,AMD,Integrated,Windows 11,6.25 pounds,,3 ratings,5.0,$539.99,https://www.amazon.com/Lenovo-Flex-Touchscreen-Octa-core-Keyboard/dp/B0BW5QJS5R/ref=sr_1_672
Lenovo,Lenovo Flex 5,16 Inches,2560 x 1600 pixels,core_i7,4.7 GHz,16 GB,1 TB,Intel Iris,Integrated,Windows 11,5.51 pounds,16GB RAM | 1TB PCIe SSD,17 ratings,4.5,$779.02,https://www.amazon.com/Lenovo-Flex-WQXGA-2560-1600/dp/B0BCTKZWW3/ref=sr_1_670
Lenovo,IdeaPad 3 15,15.6 Inches,1920x1080,core_i7_family,1.3 GHz,16 GB,1 TB,Intel Iris Plus,Integrated,Windows 10 Home,4.08 pounds,Almond,1 rating,4.0,$699.99,https://www.amazon.com/Lenovo-IdeaPad-1920x1080-Anti-Glare-i7-1065G7/dp/B08LDHXQ5G/ref=sr_1_668
Lenovo,Thinlpad T480s,14 Inches,1366x768,core_i5,1.7 GHz,8 GB,256 GB,Intel UHD 620 Graphics,Integrated,Windows 10 Pro,2.9 pounds,Black,31 ratings,3.8,$224.00,https://www.amazon.com/Lenovo-ThinkPad-T480s-FHD-Laptop/dp/B091B7YY24/ref=sr_1_690
Lenovo,Lenovo Thinkpad,12.5 Inches,1366 x 768 pixels,core_i7_7500u,2.8 GHz,16 GB,256 GB,Intel HD Graphics 620,Integrated,Windows 10 Pro,10.6 ounces,,4 ratings,4.3,$331.79,https://www.amazon.com/Lenovo-ThinkPad-i7-7600U-Windows-Renewed/dp/B08M43CSNC/ref=sr_1_671
Lenovo,ThinkBook 15 G3 ACL,15.6 Inches,1920 x 1080 pixels,ryzen_7_5700u,1.8 GHz,40 GB,1 TB,Integrated AMD Radeon Graphics,Integrated,Windows 10 Pro,3.75 pounds,Mineral Grey,19 ratings,4.2,$899.98,https://www.amazon.com/Lenovo-ThinkBook-ITL-Multi-Touch-Fingerprint/dp/B09JC8L139/ref=sr_1_666
Lenovo,Thinkpad P1 Gen 4,16 Inches,3840x2400,Intel Core i9,2.60 intel_core_i9,32 GB,1 TB,NVDIA RTX 3080 16GB,Dedicated,Windows 11 Pro,3.99 pounds,Black,,,"$2,599.99",https://www.amazon.com/Lenovo-P1-Gen-Touchscreen-Workstation/dp/B0B1V22B1G/ref=sr_1_665
Lenovo,21AEA002US,13.3 Inches,1920 x 1080 pixels,ryzen_5,2.3 GHz,16 GB,512 GB,,Integrated,Windows 11 Pro,3.5 pounds,Black,,,$599.00,https://www.amazon.com/Lenovo-ThinkPad-Processor-DDR4-3200MHz-Soldered/dp/B0CK3W8FQC/ref=sr_1_664
Lenovo,Lenovo Legion,17.3 Inches,1920 x 1080 pixels,ryzen_5,3.3 GHz,16 GB,1 TB,NVIDIA GeForce GTX 1650,Dedicated,Windows 11 Pro,9 pounds,Black,,,"$1,099.00",https://www.amazon.com/Lenovo-Legion-Gaming-GeForce-Windows/dp/B09T2RCVB9/ref=sr_1_691
Lenovo,V15,15.6 Inches,1920 x 1080 pixels,core_i5,3.3 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.74 pounds,,12 ratings,4.2,$669.00,https://www.amazon.com/Lenovo-G3-Business-i7-1195G7-Bluetooth/dp/B0C283Z8BT/ref=sr_1_663
LENOVO,Thinkpad X280,12.5 Inches,1366 x 768,8032,1.6 GHz,4 GB,8 GB,Intel UHD Graphics 620,"Intel UHD Graphics 620, Integrated",Windows 10 Pro,2.11 ounces,,71 ratings,4.5,$222.49,https://www.amazon.com/Lenovo-ThinkPad-X280-12-5-Ultrabook/dp/B08TPRLJ8R/ref=sr_1_660
Lenovo,Lenovo Ideapad,15.6 Inches,1366 x 768 pixels,athlon_silver_3050U,2.3 GHz,12 GB,256 GB,AMD,Integrated,Windows 11,3.52 pounds,,58 ratings,3.6,$350.00,https://www.amazon.com/Lenovo-Newest-Ideapad-Premium-Laptop/dp/B0BPZYZJKQ/ref=sr_1_659
Lenovo,Lenovo - Ideapad 3i,15.6 Inches,1920 x 1080 pixels,core_i5_1155g7,4.5 GHz,8 GB,512 GB,Intel Iris,Intel Iris Xe Graphics,Windows 11 S,3.74 pounds,Abyss Blue,,,$549.99,https://www.amazon.com/Lenovo-Ideapad-Laptop-i5-1155G7-Memory/dp/B0CLF1SSP9/ref=sr_1_662
Lenovo,IdeaPad Flex 5 16ALC7,16 Inches,2560 x 1600 pixels,core_i7_family,1.2 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,4.62 pounds,Gray,10 ratings,3.4,$999.00,https://www.amazon.com/Lenovo-Flex-Business-Touchscreen-Processor/dp/B0C9G9QG37/ref=sr_1_657
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 pixels,ryzen_3_3250u,2.6 GHz,16 GB,256 GB,AMD Radeon,Integrated,Windows 10 S,4.84 pounds,Gray,18 ratings,4.1,$499.00,https://www.amazon.com/Lenovo-Ideapad-Display-Processor-Platinum/dp/B09J82YHYX/ref=sr_1_656
Lenovo,Thinlpad T480s,14 Inches,1366x768,core_i5,1.7 GHz,8 GB,256 GB,Intel UHD 620 Graphics,Integrated,Windows 10 Pro,2.9 pounds,Black,31 ratings,3.8,$224.00,https://www.amazon.com/Lenovo-ThinkPad-T480s-FHD-Laptop/dp/B091B7YY24/ref=sr_1_655
Lenovo,Lenovo,11.6 Inches,1366 x 768 pixels,amd_a_series,1.2 GHz,4 GB,32 GB,AMD Radeon Graphics,Integrated,Chrome OS,3.1 pounds,Black | Chrome OS,253 ratings,4.6,$179.00,https://www.amazon.com/Lenovo-Chromebook-Business-A6-9220C-Bluetooth/dp/B0C4LDB2DX/ref=sr_1_661
Lenovo,,14 Inches,1920 x 1080 pixels,Intel_Mobile_CPU,,24 GB,1 TB,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Windows 11 Home,3.15 pounds,,49 ratings,4.6,$599.99,https://www.amazon.com/Lenovo-Business-Students-Fingerprint-Accessories/dp/B0BW8D9D8N/ref=sr_1_653
Lenovo,Lenovo IdeaPad,15.6 Inches,1920 x 1080 pixels,ryzen_5,3.3 GHz,64 GB,2 TB,NVIDIA GeForce RTX 3050,Dedicated,Windows 11,5.7 pounds,Gray,16 ratings,4.0,"$1,039.00",https://www.amazon.com/Lenovo-IdeaPad-GeForce-Keyboard-SnowBell/dp/B0BS1H5L4R/ref=sr_1_658
Lenovo,IdeaPad,17.3 Inches,1920 x 1080 pixels,ryzen_5,2.3 GHz,40 GB,2 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.79 pounds,Gray,13 ratings,4.5,$759.00,https://www.amazon.com/Lenovo-IdeaPad-Computer-Processor-Fingerprint/dp/B0BWGFN8CD/ref=sr_1_652
Lenovo,IdeaPad 3,14 Inches,1920 x 1080,ryzen_5_3500u,2.1 GHz,8 GB,256 GB,AMD Integrated Graphics,Integrated,Windows 10,3.3 pounds,Abyss Blue,"4,581 ratings",4.5,$488.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Graphics-81W0003QUS/dp/B0862269YP/ref=sr_1_650
Lenovo,ThinkPad X13 Gen 2,13.3 Inches,1920 x 1200 pixels,core_i5_family,4.2 GHz,16 GB,2 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.78 pounds,Gray,8 ratings,4.1,$749.00,https://www.amazon.com/Lenovo-ThinkPad-X13-Gen-Touchscreen/dp/B0CK494QFC/ref=sr_1_654
Lenovo,IdeaPad,15.6 Inches,,Intel Core i5,,20 GB,1 TB,,Integrated,Windows 11,,Arctic Grey,7 ratings,4.3,$532.50,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Quad-Core/dp/B0C74PCLVG/ref=sr_1_649
Lenovo,ThinkPad,14 Inches,1920x1080,core_i5,2.4 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,3.5 pounds,,33 ratings,4.8,$779.00,https://www.amazon.com/Lenovo-L14-Touchscreen-Quard-Core-i5-1135G7/dp/B0BS6QSTNK/ref=sr_1_689
Lenovo,Lenovo ThinkPad,15.6 Inches,1366 x 768 pixels,Core i5,2.40 core_i5,16 GB,1 TB,I5-6300U,Integrated,Windows 10 Pro,6.6 pounds,I5-6300U|16GB+1TB,5 ratings,4.3,$350.54,https://www.amazon.com/Lenovo-ThinkPad-Business-i5-6300U-Windows/dp/B0CCJMZ7XN/ref=sr_1_687
Lenovo,Ideapad 1,15.6 Inches,1920 x 1080 pixels,Pentium_P6000,1.1 GHz,8 GB,128 GB,Intel UHD Graphics,Integrated,Windows 11 Home,3.5 pounds,8GB RAM/128GB eMMC,,,$279.00,https://www.amazon.com/Lenovo-ideapad-Processor-Mircrosoft-Accessories/dp/B0BZY7739G/ref=sr_1_686
Lenovo,IdeaPad Slim 7 14 Laptop,14 Inches,1920 x 1080 pixels,apple_ci7,2.8 GHz,8 GB,512 GB,Intel Iris,Integrated,Windows 10 Home,2.99 pounds,Slate Grey,7 ratings,4.5,$585.00,https://www.amazon.com/Lenovo-i7-1165G7-Processor-Graphics-82A6000BUS/dp/B08Z9T5HNM/ref=sr_1_685
Lenovo,IdeaPad,17.3 Inches,1920 x 1080 pixels,ryzen_5,2.3 GHz,40 GB,2 TB,AMD Radeon Graphics,Integrated,Windows 11 Home,4.79 pounds,Gray,13 ratings,4.5,$759.00,https://www.amazon.com/Lenovo-IdeaPad-Computer-Processor-Fingerprint/dp/B0BWGFN8CD/ref=sr_1_688
Lenovo,ThinkPad,15.6 Inches,1920x1080,core_i5,2.4 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,3.88 pounds,,9 ratings,3.9,$235.99,https://www.amazon.com/Lenovo-ThinkPad-Business-Laptop-Computer/dp/B08CY3XCZP/ref=sr_1_683
Lenovo,Lenovo Thinkpad,14 Inches,3840 x 2160 pixels,intel_core_i7_1165g7,2.8 GHz,16 GB,512 GB,Intel UHD Graphics,Integrated,Windows 10 Pro,2.4 pounds,Black,152 ratings,4.4,"$1,206.98",https://www.amazon.com/Lenovo-UltraSlim-Touchscreen-Backlit-KYB-Thunderbolt/dp/B095Z1MT1T/ref=sr_1_679
Lenovo,ThinkPad T14 Gen 2,14 Inches,1920 x 1080 pixels,core_i7_family,2.8 GHz,16 GB,512 GB,Intel UHD Graphics,UHD Graphics,Windows 10 Pro,3.24 pounds,Black,9 ratings,4.6,$810.77,https://www.amazon.com/Lenovo-ThinkPad-T14-20W0001NUS-Notebook/dp/B09G3L734B/ref=sr_1_684
Lenovo,,12.5 Inches,1366 x 768 pixels,,2.6 GHz,8 GB,256 GB,,Integrated,Windows 10 Pro,4.24 pounds,,57 ratings,4.2,$153.90,https://www.amazon.com/Lenovo-Laptop-i7-5600U-Windows-Renewed/dp/B07RX8L943/ref=sr_1_682
Lenovo,Lenovo Ideapad 3i Laptop,15.6 Inches,1920 x 1080 pixels,core_i5,4.2 GHz,12 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 S,15.7 ounces,Gray,277 ratings,4.6,$579.99,https://www.amazon.com/Lenovo-Ideapad-3i-Touchscreen-Laptop/dp/B0CB3JPDZF/ref=sr_1_678
Lenovo,X1 Yoga,14 Inches,1920x1080,core_i7_6600u,2.6 GHz,16 GB,1 TB,Intel HD Graphics 520,Integrated,Windows 10 Home,,,42 ratings,3.8,$463.86,https://www.amazon.com/Lenovo-X1-Yoga-Convertible-Fingerprint/dp/B07WG3GBFM/ref=sr_1_677
Lenovo,Ideapad,17.3 Inches,1920 x 1080 pixels,amd_r_series,2.6 GHz,16 GB,256 GB,AMD Radeon Vega 3,Integrated,Windows 10 Home,4.1 pounds,Grey,,,$349.00,https://www.amazon.com/Lenovo-IdeaPad-Non-Touch-Processor-Bluetooth/dp/B096TF6XLY/ref=sr_1_676
Lenovo,Ideapad,15.6 Inches,2560 x 1600 pixels,core_i3,4.4 GHz,8 GB,128 GB,,Integrated,Chrome OS,4 pounds,Grey,,,$299.00,https://www.amazon.com/Lenovo-IdeaPad-Gaming-Chromebook-Keyboard/dp/B0CK66R5QX/ref=sr_1_674
Lenovo,Yoga,16 Inches,2560 x 1600 pixels,apple_ci5,1.6 GHz,8 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.37 pounds,,10 ratings,4.7,$749.00,https://www.amazon.com/Lenovo-7i-Touchscreen-2560x1600-Extension/dp/B0BWMVZMVS/ref=sr_1_681
Lenovo,Lenovo Flex 5,15.6 Inches,3840x2160,core_i7_1065g7,1.3 GHz,16 GB,1 TB,NVIDIA GeForce MX450,Dedicated,Windows 10 Home,3.79 pounds,Graphite Grey,32 ratings,4.4,$809.99,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i7-1065G7-Fingerprint/dp/B08YKHLYC1/ref=sr_1_675
Lenovo,IdeaPad 3,14 Inches,1920 x 1080 pixels,apple_ci3,3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 S,3.3 pounds,Gray,79 ratings,4.0,$398.99,https://www.amazon.com/Lenovo-Students-Business-i3-1115G4-Accessories/dp/B0BTHGSC95/ref=sr_1_673
Lenovo,82V6001DUS,14 Inches,1366 x 768 pixels,pentium_other,1.1 GHz,4 GB,128 GB,Intel pentium N5030,Integrated,Windows 11 S,4.42 pounds,Cloud Grey,111 ratings,4.2,$171.99,https://www.amazon.com/Lenovo-Ideapad-Pentium-Storage-82V6001DUS/dp/B0BRC8HKTX/ref=sr_1_44
Lenovo,Lenovo IdeaPad Flex 5,16 Inches,2560 x 1600 pixels,core_i7_1255u,1.7 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.63 pounds,Storm Grey,2 ratings,5.0,$789.99,https://www.amazon.com/Lenovo-IdeaPad-Flex-Touchscreen-Processor/dp/B0C698SKSZ/ref=sr_1_45
Lenovo,IdeaPad Gaming 3,15.6 Inches,1920 x 1080 pixels,ryzen_5_5600h,3.3 GHz,8 GB,256 GB,NVIDIA GeForce RTX 3050 Ti,Dedicated,Windows 11,4.95 pounds,Black,18 ratings,4.5,$779.00,https://www.amazon.com/Lenovo-IdeaPad-Gaming-Laptop-Display/dp/B0BKQW8WN5/ref=sr_1_41
Lenovo,Lenovo Ideapad,14 Inches,1920 x 1080 pixels,core_i3,3 GHz,20 GB,2 TB,Intel UHD Graphics,lenovo ideapd 3 3i 5 5i i3 i5 laptop notebook student laptop,Windows 11 S,3.31 pounds,Platinum Grey,1 rating,5.0,$433.99,https://www.amazon.com/Lenovo-Ideapad-Essential-i3-1115G4-i5-1035G4/dp/B0CDVXTFKT/ref=sr_1_42
Lenovo,21B3,13.3 Inches,1920 x 1080 pixels,core_i3,3.3 GHz,8 GB,256 GB,Intel UHD Graphics,Integrated,Windows 11 Pro,2.78 pounds,Storm Gray,1 rating,5.0,$424.99,https://www.amazon.com/Lenovo-ThinkPad-i3-1215U-i7-1165G7-Thunderbolt/dp/B0CCK825CH/ref=sr_1_40
Lenovo,ThinkPad,14 Inches,1920 x 1080 pixels,celeron,2 GHz,8 GB,256 GB,Intel HD Graphics 520,Integrated,Windows 10 Pro,4 pounds,Black,9 ratings,4.5,$139.00,https://www.amazon.com/Lenovo-ThinkPad-L460-Computer-10-64bit/dp/B0C78J2GMZ/ref=sr_1_39
