brand,model,screen_size,screen_resolution,cpu,cpu_speed,ram,memory,gpu,graphics_card_description,OpSys,weight,color,No_reviews,ratings,price,link_item
Lenovo,Ideapad Gaming 3,15.6 Inches,1920 x 1080 pixels,ryzen_7,3.2 GHz,64 GB,1 TB,NVIDIA GeForce RTX 4050,Dedicated,Windows 11 Pro,5.09 pounds,Onyx Grey,,,"$1,089.99",https://www.amazon.com/Lenovo-IdeaPad-Display-7-7735HS-GeForce/dp/B0CKFKRW7W/ref=sr_1_454
Lenovo,Yoga7 Touch R7,16 Inches,1920x1080,ryzen_7,2.7 GHz,16 GB,512 GB,AMD Radeon 680M Graphic,Integrated,Windows 11 Pro,4.49 pounds,Silver,1 rating,5.0,$849.00,https://www.amazon.com/Lenovo-Touchscreen-i7-1255U-Fingerprint-Win11Pro/dp/B0CJ57JDQD/ref=sr_1_455
Lenovo,ThinkPad,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,9 pounds,Black,,,"$1,099.00",https://www.amazon.com/Lenovo-ThinkPad-T15-i5-1135G7-Fingerprint/dp/B0BMD9D9QY/ref=sr_1_453
Lenovo,ThinkPad T14 Gen3,14 Inches,1920 x 1200 pixels,ryzen_7,2.7 GHz,16 GB,2 TB,AMD Radeon 680M Graphics,Integrated,Windows 10 Pro,2.93 pounds,Thunder Black,,,"$1,579.00",https://www.amazon.com/Lenovo-ThinkPad-Graphics-Fingerprint-Keyboard/dp/B0BHLRDHW4/ref=sr_1_452
LENOVO,Lenovo ThinkPad T490,14,1920 x 1080 pixels,core_i5_8365u,3.6 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,4.69 pounds,Black,5 ratings,3.8,$299.95,https://www.amazon.com/LENOVO-ThinkPad-Computer-i5-8365-Processor/dp/B0CBBTPBV1/ref=sr_1_450
Lenovo,,17.3 Inches,1600 x 900 pixels,core_i5_1035g1,1 GHz,16 GB,,,Integrated,,4.84 pounds,Blue,66 ratings,4.2,$789.00,https://www.amazon.com/Lenovo-Thinkbook13s-IWL-Notebook-i5-8265U-Graphics/dp/B08BKVJV2N/ref=sr_1_449
Lenovo,Lenovo IdeaPad Slim 9 82D2,14 Inches,3840 x 2160,core_i7_family,3 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.65 pounds,Shadow Black,,,"$1,099.00",https://www.amazon.com/Lenovo-Touchscreen-i7-1195G7-Graphics-Thunderbolt/dp/B0CG996P35/ref=sr_1_448
Lenovo,,14 Inches,1920 x 1080,core_i7,2.8 GHz,8 GB,512 GB,Intel Iris X,Dedicated,Windows 11,3.08 pounds,Gray,47 ratings,4.5,$543.00,https://www.amazon.com/Lenovo-IdeaPad-Laptop-i7-1165G7-Graphics/dp/B0B8JYN3VQ/ref=sr_1_418
Lenovo,Thinkpad Yoga,13.3 Inches,,core_i7_family,4.8 GHz,32 GB,512 GB,,Integrated,Windows 11 Pro,5 pounds,Black,,,"$1,099.99",https://www.amazon.com/Lenovo-X13-Yoga-13-3-Inch-Touchscreen/dp/B0CL5FMV2S/ref=sr_1_447
Lenovo,ThinkPad X1 Carbon 11th Gen,,,Unknown,3.7 GHz,32 GB,,Integrated,Integrated,Windows 10 Pro,6 pounds,Black,,,"$1,549.00",https://www.amazon.com/Lenovo-ThinkPad-Carbon-11th-Gen/dp/B0CK5XM7WH/ref=sr_1_446
Lenovo,ThinkPad E15 Gen 2,15.6 Inches,1920 x 1080 pixels,core_i5_family,2.4 GHz,32 GB,4 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3.75 pounds,Black,2 ratings,5.0,"$1,459.99",https://www.amazon.com/Lenovo-ThinkPad-i5-1135G7-Thunderbolt4-Fingerprint/dp/B0CGLTVQ88/ref=sr_1_451
Lenovo,IdeaPad 5 15ITL05,15.6 Inches,1920 x 1080 pixels,core_i7_family,2.8 GHz,12 GB,512 GB,Intel Iris Xe Graphics,Iris Xe Graphics,Windows 11 Home,3.66 pounds,Graphite Gray,14 ratings,4.0,$689.99,https://www.amazon.com/Lenovo-IdeaPad-15ITL05-82FG0162US-Notebook/dp/B09JVMY918/ref=sr_1_443
Lenovo,Legion 7 16ITHg6,16 Inches,2560 x 1600 pixels,core_i9,2.2 GHz,32 GB,4 TB,NVIDIA GeForce RTX 4090,Dedicated,Windows 11 Home,6.2 pounds,Gray,,,"$3,949.00",https://www.amazon.com/Lenovo-Legion-2560x1600-i9-13900HX-WD_Black/dp/B0C9KVTPVG/ref=sr_1_441
Lenovo,Newest Lenovo Slim 3 Chromebook,14 Inches,,Cortex,,4 GB,64 GB,,Integrated,Chrome OS,,Abyss Blue,5 ratings,3.2,$269.99,https://www.amazon.com/Lenovo-Newest-Slim-Chromebook-MarxsolCables/dp/B0CBJ4FM35/ref=sr_1_442
Lenovo,Lenovo Thinkpad,13 Inches,2160 x 1350,core_i7_1160g7,2.1 GHz,16 GB,2 TB,Intel Iris,Integrated,Windows 10 Pro,1.99 pounds,Classic Black,6 ratings,4.8,"$1,129.99",https://www.amazon.com/Lenovo-ThinkPad-Generation-i7-1160G7-Graphics/dp/B0C5S33LR2/ref=sr_1_440
Lenovo,Lenovo IdeaPad Flex 5,16 Inches,2560 x 1600 pixels,core_i7,4.7 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.63 pounds,Gray,130 ratings,4.0,$789.99,https://www.amazon.com/Lenovo-IdeaPad-Flex-Touchscreen-i7-1255U/dp/B0CKR1VWVK/ref=sr_1_445
Lenovo,Lenovo Yoga 7i,16 Inches,2560 x 1600 pixels,core_i5_1240p,1.7 GHz,8 GB,512 GB,Intel Iris,Integrated,Windows 11,5.99 pounds,Storm Grey,,,$791.82,https://www.amazon.com/Lenovo-2022-Newest-Touch-Laptop/dp/B0BXGV63P4/ref=sr_1_438
Lenovo,Lenovo ThinkPad,14 Inches,1920 x 1200 pixels,core_i5,1.3 GHz,40 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 10 Pro,2.71 pounds,Black,61 ratings,4.7,"$1,049.00",https://www.amazon.com/Lenovo-Thinkpad-Business-i5-1235U-i7-1165g7/dp/B0BHXTYYCS/ref=sr_1_437
Lenovo,Lenovo Yoga C940-14IIL 81Q9,14 Inches,1920 x 1080 pixels,core_i7_1065g7,1.3 GHz,16 GB,512 GB,Intel Iris Plus,,Windows 10 Home,4.4 pounds,Gray,35 ratings,4.0,"$1,259.99",https://www.amazon.com/Lenovo-Yoga-C940-14-Touch-i7-1065G7-12GB/dp/B08121VSGZ/ref=sr_1_439
Lenovo,Lenovo Ideapad 1,15.6 Inches,,Athlon 3050U,,20 GB,512 GB,,Integrated,Windows 11,,Cloud Grey,59 ratings,4.3,$439.99,https://www.amazon.com/Lenovo-1366x768-Processor-Graphics-Bluetooth/dp/B0CBNQFN3N/ref=sr_1_436
Lenovo,ThinkPad P16s Gen 1,16 Inches,1920 x 1200 pixels,ryzen_7,2.7 GHz,32 GB,2 TB,AMD Radeon 680M,Dedicated,Windows 11 Pro,3.99 pounds,Black,,,"$1,249.99",https://www.amazon.com/Lenovo-ThinkPad-P15s-Touchscreen-Workstation/dp/B0B17XS9SQ/ref=sr_1_434
Lenovo,Thinkpad T420,14 Inches,1366 x 768 pixels,Core_i5_2520M,2.5 GHz,8 GB,512 GB,Intel HD Graphics 4000,Integrated,Windows 10 Pro,7.25 pounds,Black,517 ratings,4.1,$195.89,https://www.amazon.com/Lenovo-Thinkpad-T420-Windows-Professional/dp/B00W4AMWCI/ref=sr_1_433
Lenovo,Lenovo Ideapad 3i,15.6 Inches,1920 x 1080 pixels,pentium,1.11 GHz,4 GB,128 GB,Intel UHD Graphics,Integrated,Chrome OS,3.59 pounds,Blue,73 ratings,4.0,$319.99,https://www.amazon.com/Lenovo-3i-Chromebook-Touchscreen-Quad-Core/dp/B0CHDZPQLS/ref=sr_1_550
Lenovo,Legion Pro 7i Gen 8,15.6 Inches,2560 x 1600 pixels,core_i9,3.9 GHz,32 GB,1 TB,NVIDIA GeForce RTX 4080,Dedicated,Windows 11 Home,6.17 pounds,Onyx Grey,6 ratings,4.3,"$2,717.92",https://www.amazon.com/Lenovo-Legion-Gaming-Laptop-Model/dp/B0C15JCCY2/ref=sr_1_548
Lenovo,IdeaPad Slim 3 Chromebook,14 Inches,1920 x 1080 pixels,others,2 GHz,4 GB,128 GB,Integrated ARM Mali-G52 2EE MC2,Integrated,Chrome OS,2.87 pounds,Abyss Blue,22 ratings,4.0,$239.99,https://www.amazon.com/Lenovo-Chromebook-Slim-Touchscreen-Long-Battery/dp/B0CKYHXJ1F/ref=sr_1_551
Lenovo,Legion 5 15ARH7H,15.6 Inches,2560 x 1440 pixels,amd_ryzen_7,3.2 GHz,32 GB,1 TB,NVIDIA GeForce RTX 3060,Integrated,Windows 11,5.18 pounds,Storm Grey,633 ratings,4.6,"$1,359.99",https://www.amazon.com/Lenovo-15ARH7H-3-20GHz-GeForce-Bluetooth/dp/B0C2F6GLZR/ref=sr_1_546
Lenovo,,16 Inches,2560 x 1440 pixels,ryzen_7,3.2 GHz,64 GB,2 TB,NVIDIA GeForce RTX 3070,Dedicated,Windows 11 Pro,5.39 pounds,Grey,10 ratings,5.0,"$1,799.00",https://www.amazon.com/Lenovo-Legion-GeForce-Keyboard-SnowBell/dp/B0BHRXFSCF/ref=sr_1_547
Lenovo,Lenovo Thinkpad,14 Inches,1920x1080,a_series_quad_core_a8_6500,1.8 GHz,16 GB,512 GB,Intel HD Graphics 620,Integrated,Windows 10,2.57 pounds,Black,167 ratings,3.8,$393.00,https://www.amazon.com/Lenovo-Carbon-6th-Generation-Ultrabook/dp/B07G66MSRH/ref=sr_1_545
Lenovo,,14 Inches,1366 x 768 pixels,,,16 GB,1 TB,,,Windows 10 Home,5 pounds,HD 16GB RAM+1TB SSD,42 ratings,4.0,$285.00,https://www.amazon.com/Lenovo-ThinkPad-T480-Business-i5-8350U/dp/B0BWM65TRB/ref=sr_1_543
Lenovo,IdeaPad,14 Inches,3840 x 2160 pixels,core_i7_family,2.8 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,12 pounds,Black,18 ratings,3.9,$899.00,https://www.amazon.com/Lenovo-9i-Touchscreen-i7-1165G7-Thunderbolt/dp/B09NZTW2BB/ref=sr_1_544
Lenovo,Flex,11.6 Inches,1366 x 768 pixels,celeron_n4000,2.6 GHz,4 GB,64 GB,Intel,Integrated,Chrome OS,3.91 pounds,Almond,73 ratings,4.3,$184.99,https://www.amazon.com/Lenovo-Chromebook-Flex-Convertible-Touchscreen/dp/B0CB9312C4/ref=sr_1_542
Lenovo,81X800EKUS,15.6 Inches,,Core i3,,4 GB,128 GB,,Integrated,Windows 11 S,,Platinum Gray,11 ratings,4.2,$449.00,https://www.amazon.com/Lenovo-IdeaPad-i3-1115G4-Windows-Platinum/dp/B0BSVLGZ5K/ref=sr_1_540
Lenovo,IdeaPad 3 14IML05,14 Inches,1920 x 1080 pixels,core_i5,1.6 GHz,8 GB,512 GB,Intel UHD Graphics,UHD Graphics,Windows 11 Pro,4.75 pounds,,,,$359.99,https://www.amazon.com/Lenovo-IdeaPad-14IML05-81WA00QMUS-Notebook/dp/B09ZRBGBJQ/ref=sr_1_539
Lenovo,IdeaPad 3 15ITL05,15.6 Inches,1920 x 1080 pixels,core_i3_family,3 GHz,4 GB,128 GB,Intel UHD Graphics,UHD Graphics,Windows 10 Home,3.75 pounds,Abyss Blue,28 ratings,4.8,$296.49,https://www.amazon.com/Lenovo-IdeaPad-15ITL05-81X80055US-Notebook/dp/B09J5FG898/ref=sr_1_538
Lenovo,Lenovo,14 Inches,1920 x 1080 pixels,apple_ci5,2.8 GHz,20 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.1 pounds,,3 ratings,5.0,$519.00,https://www.amazon.com/Lenovo-IdeaPad-i5-1135G7-Fingerprint-Accessories/dp/B0C5Y2XC79/ref=sr_1_536
Lenovo,Lenovo Legion 5 Gaming Laptop,15.6 Inches,1920 x 1080 pixels,core_i7,2.6 GHz,16 GB,512 GB,NVIDIA GeForce GTX 1660Ti,Dedicated,Windows 10,5.51 pounds,Dark Moss,,,"$1,099.00",https://www.amazon.com/Lenovo-Legion-Premium-i7-10750H-Backlit/dp/B08Z82QD5F/ref=sr_1_537
Lenovo,Ideapad 14.0,14,,Celeron N4020,,4 GB,64 GB,,Integrated,Windows 11 Home,,"Grey,Black",15 ratings,4.9,$171.99,https://www.amazon.com/Lenovo-Dual-core-Processor-Bluetooth-Microsoft/dp/B0BKN5TCHK/ref=sr_1_534
Lenovo,,14 Inches,1920 x 1080 pixels,,3 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11,3.31 pounds,,6 ratings,3.9,$348.99,https://www.amazon.com/Lenovo-Laptop-Intel-Webcam-Accessories/dp/B0C98JKDQP/ref=sr_1_532
Lenovo,T14 Gen 1,14 Inches,1920 x 1080 pixels,ryzen_5,2.1 GHz,16 GB,256 GB,Intel,Integrated,Windows 10 Pro,1 pounds,Black,,,$390.00,https://www.amazon.com/Lenovo-Thinkpad-T14-Gen-Windows/dp/B0CJH6QXMZ/ref=sr_1_533
Lenovo,IdeaPad 3 17ITL6,17.3 Inches,1600 x 900 pixels,core_i3_family,3 GHz,8 GB,1 TB,Intel UHD Graphics,UHD Graphics,Windows 10 Home,4.63 pounds,Abyss Blue,20 ratings,3.4,$409.00,https://www.amazon.com/Lenovo-IdeaPad-17ITL6-82H90010US-Notebook/dp/B09HHL8GNW/ref=sr_1_531
Lenovo,,11.6 Inches,1366 x 768 pixels,celeron,1.1 GHz,4 GB,,Ntegrated/On-Board Graphics,,Chrome OS,3.92 pounds,Gray,33 ratings,4.5,$165.00,https://www.amazon.com/Lenovo-Chromebook-C340-11-Celeron-81TA0010US/dp/B08R2ZXGQ7/ref=sr_1_529
Lenovo,,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,20 GB,2 TB,AMD Radeon Graphics,Integrated,Windows 11,3.53 pounds,,102 ratings,4.0,$499.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Bluetooth-Microsoft/dp/B0C7HGXFSB/ref=sr_1_479
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,16 GB,512 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,2.86 pounds,,39 ratings,3.8,$260.99,https://www.amazon.com/Lenovo-ThinkPad-T470S-Windows-Renewed/dp/B08HQZSSV6/ref=sr_1_530
Lenovo,21JN,16 Inches,1920 * 1200 Pixels,core_i5_family,4.6 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Pro,8 pounds,Black,,,"$1,069.00",https://www.amazon.com/Lenovo-ThinkPad-Business-Touchscreen-Fingerprint/dp/B0CLBLTPJD/ref=sr_1_535
Lenovo,IdeaPad,15.6 Inches,,Intel Core i5,,20 GB,1 TB,,Integrated,Windows 11,,Arctic Grey,7 ratings,4.3,$532.50,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Quad-Core/dp/B0C74PCLVG/ref=sr_1_478
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 pixels,pentium_dual_core,1.2 GHz,8 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 11,3.74 pounds,Gray,53 ratings,3.9,$269.99,https://www.amazon.com/Lenovo-IdeaPad-15-6-Screen-Laptop/dp/B09KMR6G68/ref=sr_1_477
Lenovo,Legion,16 Inches,2560 x 1600 pixels,intel_core_i9,2.2 GHz,128 GB,4 TB,NVIDIA GeForce RTX 4070,Dedicated,Windows 11 Home,5.6 pounds,Gray,21 ratings,3.8,"$2,029.00",https://www.amazon.com/Lenovo-Display-GeForce-i9-13900HX-Backlit/dp/B0BWSLMJ85/ref=sr_1_474
Lenovo,Thinkpad,13.3 Inches,,Core i5,,8 GB,512 GB,,Integrated,Windows 11 Pro,,Silver,9 ratings,4.4,$360.99,https://www.amazon.com/Lenovo-1920x1200-Touchscreen-Fingerprint-Accessories/dp/B0CKR9PS1Q/ref=sr_1_472
Lenovo,Lenovo IdeaPad 3i,15.6 Inches,1920 x 1080 pixels,core_i5,4.2 GHz,20 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 S,3.63 pounds,Arctic Grey,768 ratings,4.2,$629.99,https://www.amazon.com/Lenovo-3i-Touchscreen-i5-1135G7-Processor/dp/B0CG93ZMDN/ref=sr_1_473
Lenovo,IdeaPad 5i,14 Inches,1920 x 1080 pixels,apple_ci5,2.4 GHz,8 GB,256 GB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,4.1 pounds,Gray,,,$457.69,https://www.amazon.com/Lenovo-Ideapad-Full-Laptop-i5-1135G7/dp/B0BNGJM2VB/ref=sr_1_471
Lenovo,Lenovo,11.6 Inches,1366 x 768 pixels,amd_a_series,1.2 GHz,4 GB,32 GB,AMD Radeon Graphics,Integrated,Chrome OS,3.1 pounds,Black | Chrome OS,253 ratings,4.6,$179.00,https://www.amazon.com/Lenovo-Chromebook-Business-A6-9220C-Bluetooth/dp/B0C4LDB2DX/ref=sr_1_470
Lenovo,Thinkpad X1,13 Inches,3840 x 2160 pixels,core_i7,4.1 GHz,8 GB,1 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,10 ounces,Black,7 ratings,4.2,$749.00,https://www.amazon.com/Lenovo-Laptop-Touchscreen-Fingerprint-Detachable/dp/B0BBVTZM5V/ref=sr_1_475
Lenovo,Lenovo ThinkPad T440s,14 Inches,,Core i5,,8 GB,128 GB,,Integrated,Windows 10 Pro,,,48 ratings,3.6,$132.90,https://www.amazon.com/Lenovo-Thinkpad-T440s-Notebook-Computer/dp/B076BC75RR/ref=sr_1_468
Lenovo,Ideapad 3i,15.6 Inches,1920 x 1080 pixels,apple_ci5,2.4 GHz,20 GB,1024 GB,Intel,Integrated,Windows 11,3.74 pounds,Gray,3 ratings,5.0,$599.99,https://www.amazon.com/Lenovo-Touchscreen-i5-1135G7-Bluetooth-82H80358US/dp/B0CCTNXG97/ref=sr_1_467
Lenovo,Lenovo IdeaPad Gaming 3,15.6 Inches,1920 x 1080 pixels,ryzen_5,4.5 GHz,16 GB,1 TB,NVIDIA GeForce RTX 3050,Integrated,Windows 11 Home,5.1 pounds,Onyx Grey,364 ratings,4.1,$849.99,https://www.amazon.com/Lenovo-IdeaPad-Display-i5-12400-Keyboard/dp/B0CDGNG4SH/ref=sr_1_466
Lenovo,IdeaPad,14 Inches,1920 x 1080 pixels,core_i5,2.4 GHz,20 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.1 pounds,Gray,11 ratings,4.6,$569.99,https://www.amazon.com/Lenovo-Fingerprint-Anti-Glare-i5-1135G7-Graphics/dp/B0C3WGJ3XW/ref=sr_1_465
Lenovo,Yoga 7i,14 Inches,2240 x 1400,core_i7,2.9 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.65 pounds,Grey,4 ratings,4.7,"$1,049.99",https://www.amazon.com/Lenovo-Touchscreen-i7-1195G7-Fingerprint-Thunderbolt/dp/B0BBFZ6NFQ/ref=sr_1_463
Lenovo,Lenovo IdeaPad 3 Laptop,14 Inches,1920 x 1080 pixels,core_i7,2.8 GHz,32 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Home,3.59 pounds,Gray,1 rating,4.0,$769.00,https://www.amazon.com/Lenovo-IdeaPad-i7-1165G7-Processor-Fingerprint/dp/B0BZH5QMQK/ref=sr_1_464
Lenovo,ThinkPad,15.6 Inches,1920x1080,core_i7,2.8 GHz,40 GB,2 TB,NVIDIA Quadro T500 4GB GDDR6,Dedicated,Windows 11 Pro,3.85 pounds,,2 ratings,5.0,"$1,049.00",https://www.amazon.com/Lenovo-P15s-Gen-Workstation-Touchscreen/dp/B0CD7F97XL/ref=sr_1_460
Lenovo,IdeaPad 1i,14 Inches,1366 x 768 pixels,celeron_n4020,1.1 GHz,4 GB,128 GB,Intel UHD Graphics 600,Integrated,Windows 11 S,2.87 pounds,Cloud Grey,9 ratings,3.8,$199.99,https://www.amazon.com/Lenovo-1i-Business-Dual-Core-Anti-Glare/dp/B0BMTGJJ29/ref=sr_1_461
Lenovo,Lenovo ThinkPad T450,14 Inches,1366 x 768 pixels,core_i5_5300u,2.3 GHz,8 GB,250 GB,Intel,Integrated,Windows 10 Pro,2.11 ounces,,173 ratings,3.8,$110.99,https://www.amazon.com/Lenovo-ThinkPad-T450-Certified-Refurbished/dp/B07GCRL858/ref=sr_1_462
Lenovo,P50,15.6 Inches,1920 x 1080 pixels,core_i7_6820hq,2.7 GHz,64 GB,1 TB,Intel,"Integrated, Dedicated",Windows 10 Pro,6 pounds,,34 ratings,4.2,$688.86,https://www.amazon.com/Lenovo-Thinkpad-P50-Workstation-Thunderbolt/dp/B09C2H464W/ref=sr_1_458
Lenovo,ThinkPad X1,14 Inches,1920 x 1200 pixels,core_i7,3.4 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,3 pounds,16GB RAM | 1TB SSD,9 ratings,4.5,"$1,329.99",https://www.amazon.com/Lenovo-ThinkPad-Carbon-Gen-Fingerprint/dp/B09MRBWXTQ/ref=sr_1_457
Lenovo,Lenovo,15.6 Inches,1920 x 1080 pixels,apple_ci5,4.4 GHz,16 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Pro,3.7 pounds,Black,1 rating,5.0,$639.00,https://www.amazon.com/Lenovo-Business-Laptop-Computer-i7-1165G7/dp/B0CCXSD3F9/ref=sr_1_598
Lenovo,Lenovo Ideapad 5i,15.6 Inches,1920x1080,apple_ci5,2.4 GHz,8 GB,256 GB,Intel Core i5,Integrated,Windows 10,3.79 pounds,Blue,9 ratings,4.6,$549.99,https://www.amazon.com/Lenovo-Ideapad-Touchscreen-i5-1135G7-Bluetooth/dp/B09NNCY5Y6/ref=sr_1_597
Lenovo,,14 Inches,1920x1080,apple_ci3,4.1 GHz,20 GB,1 TB,Intel UHD Graphics,Integrated,Windows 11 Pro,3.3 pounds,Gray,9 ratings,4.3,$395.00,https://www.amazon.com/Lenovo-IdeaPad-Display-Dual-core-i3-1115G4/dp/B0C9JK7B7N/ref=sr_1_599
LENOVO,Lenovo Thinkpad,13.3 Inches,,Core i5,,16 GB,,,Integrated,Windows 10 Pro,,Black,64 ratings,4.0,$224.00,https://www.amazon.com/Lenovo-ThinkPad-Touch-Laptop-i5-7300U/dp/B07NS9FVSH/ref=sr_1_596
Lenovo,Laptop,14 Inches,1920 x 1080 pixels,core_i5,4.2 GHz,20 GB,1 TB,Intel Iris X,Integrated,Windows 11 Home,2.86 pounds,,33 ratings,4.2,$553.99,https://www.amazon.com/Lenovo-IdeaPad-i5-1135G7-Graphics-Bluetooth/dp/B0BKKT5MCC/ref=sr_1_594
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080 pixels,core_i7,2.6 GHz,16 GB,512 GB,,Integrated,Windows 10 Pro,3 pounds,,41 ratings,3.7,$308.97,https://www.amazon.com/Lenovo-ThinkPad-i7-6600U-Certified-Refurbished/dp/B083F4KBJK/ref=sr_1_595
Lenovo,"Lenovo 15"" Chromebook",15 Inches,1920 x 1080 pixels,pentium,3.3 GHz,4 GB,128 GB,,Integrated,Chrome OS,5.41 pounds,,4 ratings,4.0,$209.99,https://www.amazon.com/Lenovo-15-Touchscreen-Chromebook-Super-Fast/dp/B0CBL7MXZ6/ref=sr_1_593
Lenovo,ThinkPad P1,16 Inches,3840 x 2400 pixels,intel_core_i9,2.6 GHz,64 GB,4 TB,Nvidia RTX 3080 16GB,Dedicated,Windows 11 Pro,3.99 pounds,Black,1 rating,5.0,"$2,899.99",https://www.amazon.com/Lenovo-P1-3840x2400-Workstation-Fingerprint/dp/B0C4T3TQTP/ref=sr_1_592
Lenovo,Yoga 7i,16 Inches,,core_i5,3.4 GHz,16 GB,512 GB,Intel Iris Xe Graphics,Integrated,Windows 11,4.49 pounds,Gray,1 rating,5.0,$699.00,https://www.amazon.com/Lenovo-Touchscreen-i5-1335U-Fingerprint-Thunderbolt/dp/B0CL489L58/ref=sr_1_591
Lenovo,Lenovo Ideapad,15.6 Inches,1920 x 1080 pixels,pentium_dual_core,1.2 GHz,8 GB,128 GB,Intel UHD Graphics 605,Integrated,Windows 11,3.74 pounds,Gray,53 ratings,3.9,$269.99,https://www.amazon.com/Lenovo-IdeaPad-15-6-Screen-Laptop/dp/B09KMR6G68/ref=sr_1_590
Lenovo,P50,15.6 Inches,1920 x 1080 pixels,core_i7_6820hq,2.7 GHz,32 GB,1 TB,Intel,"Integrated, Dedicated",Windows 10 Pro,6 pounds,,5 ratings,3.8,$631.99,https://www.amazon.com/Lenovo-Thinkpad-P50-Workstation-Thunderbolt/dp/B09C2KBJ2J/ref=sr_1_586
Lenovo,ThinkPad Grade A T480,14 Inches,1366 x 768 pixels,core_i5_8265u,3.59 GHz,16 GB,512 GB,Integrated,Integrated,Windows 10 Pro,5 pounds,Black,11 ratings,4.8,$312.00,https://www.amazon.com/LENOVO-ThinkPad-T480-Computer-i5-8250U/dp/B0C242QKPJ/ref=sr_1_588
Lenovo,Lenovo Thinkpad,14 Inches,,Core i7 6600U,,20 GB,512 GB,,Integrated,Windows 10 Pro,,T470s 20GB RAM+512GB SSD,96 ratings,4.2,$360.99,https://www.amazon.com/Lenovo-ThinkPad-Business-i7-6600U-Windows/dp/B0BVFTF3BJ/ref=sr_1_585
Lenovo,Lenovo Yoga 6 2-in-1 Laptop,13.3 Inches,1920 x 1200 pixels,ryzen_5,4.5 GHz,8 GB,256 GB,AMD Radeon Graphics,Integrated,Windows 11 Home,3.01 pounds,Dark Teal,591 ratings,4.2,$609.99,https://www.amazon.com/Lenovo-Yoga-Convertible-Touchscreen-Laptop/dp/B0CG5DMV5N/ref=sr_1_584
Lenovo,Ideapad 1,15.6 Inches,1920x1080 Pixels,core_i3,1.2 GHz,16 GB,256 GB,,Integrated,Windows 11 Home,5 pounds,16GB RAM/256GB SSD,,,$399.00,https://www.amazon.com/Lenovo-i3-1215U-Fingerprint-Bluetooth-Accessories/dp/B0CL68TCRS/ref=sr_1_589
Lenovo,ThinkPad X13 Gen 2,13.3 Inches,1920 x 1200 pixels,core_i7_family,4.8 GHz,16 GB,1 TB,Intel Iris Xe Graphics,Integrated,Windows 11 Pro,2.78 pounds,Grey,1 rating,5.0,$849.00,https://www.amazon.com/Lenovo-ThinkPad-X13-Gen-Touchscreen/dp/B0CKS4F2VM/ref=sr_1_583
Lenovo,,15.6 Inches,1366 x 768 pixels,athlon,3.2 GHz,20 GB,2 TB,AMD Radeon Graphics,Integrated,Windows 11,3.53 pounds,,102 ratings,4.0,$499.00,https://www.amazon.com/Lenovo-IdeaPad-Processor-Bluetooth-Microsoft/dp/B0C7HGXFSB/ref=sr_1_582
Lenovo,Lenovo Thinkpad,14 Inches,1920 x 1080,core_i5,3.9 GHz,8 GB,256 GB,Intel UHD Graphics 620,Integrated,Windows 10 Pro,2.91 pounds,Black,15 ratings,4.8,$899.00,https://www.amazon.com/Lenovo-ThinkPad-20N2-001YUS-1920x1080-Fingerprint/dp/B07QZ3M3B3/ref=sr_1_580
Lenovo,IdeaPad 3 15,15.6 Inches,,Core i7 Family,,8 GB,256 GB,,Integrated,Windows 10 Home,,Abyss Blue,1 rating,5.0,$289.50,https://www.amazon.com/Lenovo-IdeaPad-1920x1080-Anti-Glare-i7-1065G7/dp/B08LDH5SN7/ref=sr_1_578
